0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.493621671692173525e-02,-2.491217859379551980e-02,-2.736236243610590604e-02
-2.382406886616001973e+00,-2.382377679529578796e+00,-2.382372106035531178e+00
-2.499884099769287715e+00,-2.499884109576287816e+00,-2.499884075216328494e+00
-2.499886924526161014e+00,-2.499886890931558803e+00,-2.499886960619993381e+00
-2.499916935390421369e+00,-2.499916925371489462e+00,-2.499916962137001875e+00
-2.499955536521557331e+00,-2.499955542772106742e+00,-2.499955492125392364e+00
-2.499935000234250193e+00,-2.499932031497016816e+00,-2.499876647346424008e+00
-2.499854010182021913e+00,-2.499832575947072311e+00,-2.499662214093761659e+00
-2.499550347313879151e+00,-2.498957270401817699e+00,-2.499556023929558446e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.765583324449150560e-01,-5.780178134029319015e-01,-5.784111300628362873e-01
-2.456349865786571662e+00,-2.460467834323121661e+00,-2.460545581931626646e+00
-2.499926327871069720e+00,-2.499926334732191169e+00,-2.499926316277139904e+00
-2.499954520798275848e+00,-2.499954871041209170e+00,-2.499954871967744463e+00
-2.499975813482715914e+00,-2.499975780153862015e+00,-2.499975689032998272e+00
-2.499962264589487226e+00,-2.499961582451306175e+00,-2.499953812488393989e+00
-2.499909608132858896e+00,-2.499907292645878076e+00,-2.499853982680569686e+00
-2.499778691026473876e+00,-2.499771730266635572e+00,-2.499505774368784738e+00
-2.499409700935582013e+00,-2.499385505967847365e+00,-2.497843274146715142e+00
-2.498405298617280224e+00,-2.498351579889818375e+00,-2.494088506352603929e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.915187899846482633e+00,-1.915104965536471582e+00,-1.914980168350532974e+00
-2.489660799965863536e+00,-2.484594712683628082e+00,-2.489743449640132056e+00
-2.499958820042313512e+00,-2.499958798984834196e+00,-2.499958803744255498e+00
-2.499982439441495341e+00,-2.499982440154576491e+00,-2.499982439114812660e+00
-2.499982281600859668e+00,-2.499982269145458069e+00,-2.499982282587632110e+00
-2.499970463991265213e+00,-2.499970554932751998e+00,-2.499964300318858967e+00
-2.499933302131772450e+00,-2.499931739953625165e+00,-2.499880189327387647e+00
-2.499818334424332544e+00,-2.499817681918787837e+00,-2.499635903867809539e+00
-2.499125297295987203e+00,-2.499293436027184789e+00,-2.499306331087035815e+00
-2.498159097850583432e+00,-2.497295123787130589e+00,-2.484944694230956763e+00
-2.493635856137728091e+00,-2.493959103303698299e+00,-2.468580190083083270e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.339013120010066338e+00,-2.338989126888986192e+00,-2.339068626806328766e+00
-2.496612572769599137e+00,-2.496551354879189333e+00,-2.494888414125648435e+00
-2.499983269939401342e+00,-2.499983258591120361e+00,-2.499983271331919443e+00
-2.499991934772979985e+00,-2.499991931925605204e+00,-2.499991932278352813e+00
-2.499992354702478714e+00,-2.499991917648910711e+00,-2.499992349711756212e+00
-2.499991681125825593e+00,-2.499989204284156052e+00,-2.499990480086319078e+00
-2.499986658400160433e+00,-2.499987786400271084e+00,-2.499969422651969975e+00
-2.499966247611812964e+00,-2.499947753893468239e+00,-2.499854355636244030e+00
-2.499782059405033952e+00,-2.499675223341819130e+00,-2.498704137333175979e+00
-2.499092706281520915e+00,-2.498987291797049703e+00,-2.497709194691292822e+00
-2.493927989554274305e+00,-2.491176499171369851e+00,-2.435177195858862387e+00
-2.344427291845967876e+00,-2.344321768814024765e+00,-2.344326816577156247e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.816875701178977287e-02,-4.824645592798272944e-03,-7.261873315147202891e-03
-2.425867655471266371e+00,-2.443672638702297117e+00,-2.444161948420027652e+00
-2.498640234713534358e+00,-2.498768882437511607e+00,-2.498771636389166328e+00
-2.499989933450160962e+00,-2.499989937078893831e+00,-2.499989935957319886e+00
-2.499996648542972988e+00,-2.499996648214335426e+00,-2.499996649195381782e+00
-2.499998479977296295e+00,-2.499998478250052170e+00,-2.499998423860666730e+00
-2.499998470713741483e+00,-2.499998676595934555e+00,-2.499998146033023172e+00
-2.499996654618590775e+00,-2.499996652026126753e+00,-2.499996651889890398e+00
-2.499990861841540735e+00,-2.499990860987487018e+00,-2.499990865088905334e+00
-2.499921073119266701e+00,-2.499939335270756402e+00,-2.499863029432520367e+00
-2.499740014431417912e+00,-2.499493336662041987e+00,-2.498041669574333934e+00
-2.497413626670231146e+00,-2.497463306403156835e+00,-2.495842558551385704e+00
-2.494190244920137189e+00,-2.494258809531999965e+00,-2.416404779295317606e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.305549178117857145e-02,-6.203195220614524802e-02,-6.364582498953784417e-02
-2.463030983108636107e+00,-2.476300692655492686e+00,-2.476355041128118550e+00
-2.499491340541527773e+00,-2.499496616463553700e+00,-2.499496065277575951e+00
-2.499993713763344783e+00,-2.499993713964297815e+00,-2.499993716089002671e+00
-2.499998792348652632e+00,-2.499999110504749655e+00,-2.499999111047688682e+00
-2.499999705072751599e+00,-2.499999705154389851e+00,-2.499999705175520504e+00
-2.499999715958869828e+00,-2.499999715876898065e+00,-2.499999715968529657e+00
-2.499999635505753215e+00,-2.499999635928383146e+00,-2.499999413993749364e+00
